Date/Time of Report: 3/17/2025 10:55:17,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 3/14/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
3/14/2025 23:59:57.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2471,amp
3/14/2025 23:59:51.900,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.1485,amp
3/14/2025 23:59:15.500,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.098,amp
3/14/2025 23:59:10.376,8700,AI8102,PVLOW,ACK,,PT8705 PH,,
3/14/2025 23:59:04.655,8700,AI8102,PVLOLO,ACK,,PT8705 PH,,
3/14/2025 23:58:55.035,8800,PIC8808,ALARM,ACK PNT,,LS TO DEAERATOR,,
3/14/2025 23:58:55.035,8800,PIC8808,PVHIGH,ACK,,DEAERATOR PRESSURE,,
3/14/2025 23:58:51.300,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.7143,amp
3/14/2025 23:58:44.600,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.0249,amp
3/14/2025 23:58:44.597,8800,PIC8801,CHANGE,,,PIDA.OP,18.5,%
3/14/2025 23:58:43.399,8800,PIC8801,CHANGE,,,PIDA.OP,17.5,%
3/14/2025 23:58:43.184,8800,PIC8801,CHANGE,,,PIDA.OP,16.5,%
3/14/2025 23:58:43.646,8800,PIC8801,CHANGE,,,PIDA.OP,15.5,%
3/14/2025 23:58:42.839,8800,PIC8801,CHANGE,,,PIDA.OP,14.5,%
3/14/2025 23:58:40.876,8800,PIC8801,CHANGE,,,pida.mode,MAN,
3/14/2025 23:58:20.500,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0371,amp
3/14/2025 23:58:07.100,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.0446,amp
3/14/2025 23:58:02.800,8700,AI8102,PVLOLO,,U 00,PT8705 PH,5.97778,ph
3/14/2025 23:57:42.200,8700,AI8102,PVLOW,,H 00,PT8705 PH,6.76807,ph
3/14/2025 23:57:42.200,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.184,amp
3/14/2025 23:57:31.400,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,37.8386,amp
3/14/2025 23:57:28.700,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.1324,amp
3/14/2025 23:57:24.000,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.2181,amp
3/14/2025 23:57:04.800,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.012,amp
3/14/2025 23:56:56.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1879,amp
3/14/2025 23:56:29.200,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.1984,amp
3/14/2025 23:56:21.300,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,37.8511,amp
3/14/2025 23:56:00.700,1300,TIC1301B,DEVHI,,L 00,RE1301B,0.619682,DegC
3/14/2025 23:55:51.400,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.021,amp
3/14/2025 23:55:44.500,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1736,amp
3/14/2025 23:55:15.000,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.6283,amp
3/14/2025 23:55:10.100,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.05,amp
3/14/2025 23:54:48.000,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:54:46.422,1500,EI1504A2,PVHIHI,ACK,,CE1501A CURRENT,,
3/14/2025 23:54:39.400,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.05,amp
3/14/2025 23:54:33.500,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0389,amp
3/14/2025 23:54:30.600,1500,EI1504A2,PVHIHI,OK,H 00,CE1501A CURRENT,40.0834,amp
3/14/2025 23:54:20.900,1300,TIC1301B,DEVLOW,OK,J 00,RE1301B,-0.488842,DegC
3/14/2025 23:54:19.800,1500,EI1504A2,PVHIHI,,H 00,CE1501A CURRENT,41.1708,amp
3/14/2025 23:53:55.100,1500,EI1504A2,PVHIHI,OK,H 00,CE1501A CURRENT,39.9687,amp
3/14/2025 23:53:47.400,1500,EI1504A2,PVHIHI,,H 00,CE1501A CURRENT,41.2299,amp
3/14/2025 23:53:31.705,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:53:30.091,1500,EI1504A2,PVHIHI,ACK,,CE1501A CURRENT,,
3/14/2025 23:53:26.800,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.1969,amp
3/14/2025 23:53:19.500,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0927,amp
3/14/2025 23:53:19.600,1500,EI1504A2,PVHIHI,OK,H 00,CE1501A CURRENT,39.8021,amp
3/14/2025 23:53:15.800,1500,EI1504A2,PVHIHI,,H 00,CE1501A CURRENT,41.2461,amp
3/14/2025 23:52:46.900,1000,TI1002,PVHIGH,OK,L 00,RF1002 COLD STORAGE TMP,-6.00426,DegC
3/14/2025 23:52:12.725,1500,LI1501,PVLOW,ACK,,SLURRY LEVEL,,
3/14/2025 23:52:11.451,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:52:07.870,1500,EI1504A2,PVHIHI,ACK,,CE1501A CURRENT,,
3/14/2025 23:52:00.400,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.2166,amp
3/14/2025 23:51:53.600,1500,EI1504A2,PVHIHI,OK,H 00,CE1501A CURRENT,40.1783,amp
3/14/2025 23:51:52.600,1500,EI1504A2,PVHIHI,,H 00,CE1501A CURRENT,41.298,amp
3/14/2025 23:51:45.600,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0497,amp
3/14/2025 23:50:37.100,1500,LI1501,PVLOW,,L 00,SLURRY LEVEL,9.9419,m
3/14/2025 23:49:52.100,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.0769,amp
3/14/2025 23:49:43.400,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0461,amp
3/14/2025 23:48:14.100,8800,PIC8808,PVHIGH,OK,H 00,DEAERATOR PRESSURE,0.571995,kg/cm2G
3/14/2025 23:48:01.186,8800,XSV8808,CHANGE,,,devctla.gop,S1,
3/14/2025 23:47:21.940,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:47:21.200,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,37.9192,amp
3/14/2025 23:47:19.300,8800,PIC8808,PVHIGH,,H 00,DEAERATOR PRESSURE,0.602881,kg/cm2G
3/14/2025 23:47:15.300,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0371,amp
3/14/2025 23:47:11.300,8800,PIC8808,PVHIGH,OK,H 00,DEAERATOR PRESSURE,0.587187,kg/cm2G
3/14/2025 23:47:07.600,8800,PIC8808,PVHIGH,,H 00,DEAERATOR PRESSURE,0.656364,kg/cm2G
3/14/2025 23:47:05.315,1000,TI1002,PVHIGH,ACK,,RF1002 COLD STORAGE TMP,,
3/14/2025 23:47:02.626,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 23:46:59.142,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:46:54.500,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,37.8852,amp
3/14/2025 23:46:47.500,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0747,amp
3/14/2025 23:46:34.700,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.1948,amp
3/14/2025 23:46:20.900,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2291,amp
3/14/2025 23:46:18.000,1000,TI1002,PVHIGH,,L 00,RF1002 COLD STORAGE TMP,-4.9963,DegC
3/14/2025 23:46:16.900,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0138,amp
3/14/2025 23:45:56.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.0805,amp
3/14/2025 23:45:19.400,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0568,amp
3/14/2025 23:45:03.600,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.136,amp
3/14/2025 23:42:24.700,01,EVENT_SCM1,ChOfSt,,J 00,RDYINIT_T1,OFF,
3/14/2025 23:42:23.391,1300,RDYINIT_CM,MESSAGE,CNF,,CHARGE CATALYST TO CAT TANK & FINISH,,
3/14/2025 23:42:22.254,1300,RDYINIT_CM,MESSAGE,ACK,,CHARGE CATALYST TO CAT TANK & FINISH,,
3/14/2025 23:42:16.700,1300,RDYINIT_CM,CONFIRMABLE MESSAGE,,,CHARGE CATALYST TO CAT TANK & FINISH,,
3/14/2025 23:42:16.500,01,PR_POLY,State Change,,J 00,RCM,Running,
3/14/2025 23:42:14.600,01,UP_READY,State Change,,J 00,RCM;$330513f255d321f9-0020,Running,
3/14/2025 23:42:13.600,01,OP_RDYINIT,State Change,,J 00,RCM;$330013f228f07b12-0004,Running,
