Date/Time of Report: 3/17/2025 11:09:45,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/3/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/3/2025 23:59:18.336,1300,XSV1324A,CHANGE,,,devctla.gop,S0,
2/3/2025 23:59:10.240,1300,LIC1305,CHANGE,,,pida.mode,AUTO,
2/3/2025 23:58:37.924,1500,TIC1511,CHANGE,,,pida.mode,NORMAL,
2/3/2025 23:58:34.316,1500,TIC1511,CHANGE,,,pida.mode,AUTO,
2/3/2025 23:58:34.384,1500,TIC1511,CHANGE,,,pida.modeattr,PROGRAM,
2/3/2025 23:58:30.700,1800,LIC1803,PVLOW,OK,L 00,VE1803,0.52795,m
2/3/2025 23:58:29.491,1500,TIC1511,CHANGE,,,PIDA.SP,80,DegC
2/3/2025 23:58:27.215,1500,TIC1511,CHANGE,,,pida.mode,MAN,
2/3/2025 23:58:13.031,1800,LIC1803,PVLOW,ACK,,VE1803,,
2/3/2025 23:58:10.300,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
2/3/2025 23:58:10.100,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
2/3/2025 23:58:07.700,1800,LIC1803,PVLOW,,L 00,VE1803,0.44398,m
2/3/2025 23:58:02.317,1300,XSV1321B,CHANGE,,,devctla.gop,S0,
2/3/2025 23:57:58.314,1300,XSV1331B,CHANGE,,,devctla.gop,S0,
2/3/2025 23:57:57.612,1500,CEFEED1,CHANGE,,,DATA.SET6.Value,60,
2/3/2025 23:57:51.363,1300,XSV1318B,CHANGE,,,devctla.gop,S0,
2/3/2025 23:57:34.200,01,EVENT_SCM2B,OFFNRM,OK,J 00,,OFF,
2/3/2025 23:57:34.400,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,
2/3/2025 23:57:34.700,01,EVENT_SCM2A,OFFNRM,OK,J 00,,OFF,
2/3/2025 23:57:33.200,1300,XSV1318B,CMDDIS,OK,L 00,RE1301B DISCHARGE,OPEN,
2/3/2025 23:57:28.178,1300,XSV1324A,CHANGE,,,devctla.gop,S1,
2/3/2025 23:55:11.383,1500,TIC1511,CHANGE,,,pida.mode,AUTO,
2/3/2025 23:54:50.974,1300,XSV1324A,CHANGE,,,devctla.gop,S0,
2/3/2025 23:54:33.736,1300,FQC1324A,CHANGE,,,pida.sp,2227.59,l/h
2/3/2025 23:54:33.646,1300,FQC1324A,CHANGE,,,pida.sp,2177.59,l/h
2/3/2025 23:54:32.081,1300,FQC1324A,CHANGE,,,pida.sp,2127.59,l/h
2/3/2025 23:54:31.642,1300,FQC1324A,CHANGE,,,pida.sp,2077.59,l/h
2/3/2025 23:54:29.529,1300,FQC1324A,CHANGE,,,pida.mode,AUTO,
2/3/2025 23:53:25.400,1800,LIC1803,PVLOW,OK,L 00,VE1803,0.51505,m
2/3/2025 23:53:22.477,1500,LI1501B,CHANGE,,,daca.pvsource,AUTO,
2/3/2025 23:52:58.832,1800,LIC1803,PVLOW,ACK,,VE1803,,
2/3/2025 23:52:28.774,1300,FIC1316A,CHANGE,,,PIDA.MODE,NORMAL,
2/3/2025 23:52:27.226,1300,FIC1316A,CHANGE,,,PIDA.SP,257.167,m3/h
2/3/2025 23:52:26.081,1300,FIC1316A,CHANGE,,,PIDA.SP,251.167,m3/h
2/3/2025 23:52:25.042,1300,FIC1316A,CHANGE,,,PIDA.SP,245.167,m3/h
2/3/2025 23:52:24.438,1300,FIC1316A,CHANGE,,,PIDA.MODE,AUTO,
2/3/2025 23:52:23.600,1800,LIC1803,PVLOW,,L 00,VE1803,0.319517,m
2/3/2025 23:52:14.927,1500,PIC1511,PVHIGH,ACK,,DR1501 TOP,,
2/3/2025 23:51:59.261,1300,FIC1316A,CHANGE,,,PIDA.MODE,NORMAL,
2/3/2025 23:51:58.112,1300,FIC1316A,CHANGE,,,PIDA.SP,247.867,m3/h
2/3/2025 23:51:57.282,1300,FIC1316A,CHANGE,,,PIDA.SP,241.867,m3/h
