Date/Time of Report: 3/17/2025 11:10:12,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/2/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/2/2025 23:59:34.854,8400,FI8107PV,OFFNRM,ACK,,COOLING TOWER LOW LEVEL,,
2/2/2025 23:59:30.646,8100,AI_PH10,PVLOLO,ACK,,EFFULUENT CHANEL OLD W/S,,
2/2/2025 23:59:21.000,8400,FI8107PV,OFFNRM,,L 00,COOLING TOWER LOW LEVEL,ON,
2/2/2025 23:58:24.100,8100,AI_PH10,PVLOLO,,H 00,EFFULUENT CHANEL OLD W/S,5.59712,pH
2/2/2025 23:57:15.600,8100,AI_PH10,PVHIHI,OK,H 00,EFFULUENT CHANEL OLD W/S,8.5089,pH
2/2/2025 23:48:59.600,8400,FI8107PV,OFFNRM,OK,L 00,COOLING TOWER LOW LEVEL,OFF,
2/2/2025 23:47:26.527,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Oper,
2/2/2025 23:47:26.527,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),View Only,
2/2/2025 23:43:07.180,1400,LI1403,PVLOW,ACK,,VE1403,,
2/2/2025 23:43:02.672,1400,LI1403,CHANGE,,,daca.pvsource,AUTO,
2/2/2025 23:43:00.900,1400,LI1403,PVLOW,,L 00,VE1403,-0.0519155,m
2/2/2025 23:43:00.800,1400,LI1403,ACTIVE,,J 00,VE1403,,
2/2/2025 23:42:59.255,1400,LI1403,CHANGE,,,execstate,ACTIVE,
2/2/2025 23:42:51.946,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Engr,
2/2/2025 23:42:51.946,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),Engr,
2/2/2025 23:40:00.592,8400,FI8107PV,OFFNRM,ACK,,COOLING TOWER LOW LEVEL,,
2/2/2025 23:39:46.900,8400,FI8107PV,OFFNRM,,L 00,COOLING TOWER LOW LEVEL,ON,
2/2/2025 23:37:31.075,8700,AI8102,PVLOW,ACK,,PT8705 PH,,
2/2/2025 23:37:26.531,8700,AI8102,PVLOLO,ACK,,PT8705 PH,,
2/2/2025 23:37:25.700,8700,AI8102,PVLOLO,,U 00,PT8705 PH,5.90755,ph
2/2/2025 23:37:17.700,8700,AI8102,PVLOW,,H 00,PT8705 PH,6.77342,ph
2/2/2025 23:36:56.000,8700,AI8102,PVHIGH,OK,H 00,PT8705 PH,8.1289,ph
2/2/2025 23:36:11.600,8700,AI8102,PVHIHI,OK,H 00,PT8705 PH,8.8533,ph
2/2/2025 23:36:02.600,1200,LIC1201,PVHIGH,OK,L 00,VE1201,4.83972,m
2/2/2025 23:26:45.876,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Oper,
2/2/2025 23:26:45.876,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),View Only,
2/2/2025 23:10:48.700,1400,LI1403,INACTV,,J 00,VE1403,,
2/2/2025 23:10:47.745,1400,LI1403,CHANGE,,,execstate,INACTIVE,
2/2/2025 23:10:45.526,1400,LI1403,CHANGE,,,daca.pvsource,MAN,
2/2/2025 23:10:40.527,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Engr,
2/2/2025 23:10:40.527,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),Engr,
2/2/2025 23:06:43.353,8300,PAL8301,OFFNRM,ACK,,FIRE POMP SYSTEM,,
2/2/2025 23:05:06.500,8300,PAL8301,OFFNRM,OK,L 00,FIRE POMP SYSTEM,NORMAL,
2/2/2025 23:05:02.300,8300,PAL8301,OFFNRM,,L 00,FIRE POMP SYSTEM,LOW,
2/2/2025 22:50:47.229,8700,AI8102,PVHIHI,ACK,,PT8705 PH,,
2/2/2025 22:50:24.100,8700,AI8102,PVHIHI,,H 00,PT8705 PH,9.00313,ph
2/2/2025 22:43:34.076,1400,FIC1405,CHANGE,,,pida.mode,AUTO,
2/2/2025 22:38:58.364,1200,LIC1201,PVHIGH,ACK,,VE1201,,
2/2/2025 22:38:56.089,Controllers,C300_03,DIAG,ACK,,SNTP Failed,,
2/2/2025 22:38:55.831,Controllers,C300_01,DIAG,ACK,,SNTP Failed,,
2/2/2025 22:38:53.958,Controllers,C300_05,DIAG,ACK,,SNTP Failed,,
2/2/2025 22:38:52.868,Controllers,C300_04,DIAG,ACK,,SNTP Failed,,
2/2/2025 22:38:50.603,Controllers,C300_02,DIAG,ACK,,SNTP Failed,,
2/2/2025 22:38:49.967,Controllers,C300_03,DIAG,ACK,,Not Using Configured Time Source,,
2/2/2025 22:38:48.420,Controllers,C300_01,DIAG,ACK,,Not Using Configured Time Source,,
2/2/2025 22:38:47.587,Controllers,C300_05,DIAG,ACK,,Not Using Configured Time Source,,
2/2/2025 22:38:44.649,Controllers,C300_04,DIAG,ACK,,Not Using Configured Time Source,,
2/2/2025 22:38:41.221,Controllers,C300_02,DIAG,ACK,,Not Using Configured Time Source,,
2/2/2025 22:38:29.500,1200,LIC1201,PVHIGH,,L 00,VE1201,4.90292,m
2/2/2025 22:35:19.400,Controllers,C300_02,DIAG,OK,H 15,Not Using Configured Time Source,,
2/2/2025 22:35:19.400,Controllers,C300_02,DIAG,OK,H 15,SNTP Failed,,
2/2/2025 22:35:19.300,Controllers,C300_02,DIAG,,J 00,Time Source Changed,SNTP,
2/2/2025 22:35:09.400,Controllers,C300_04,DIAG,OK,H 15,Not Using Configured Time Source,,
2/2/2025 22:35:09.300,Controllers,C300_04,DIAG,OK,H 15,SNTP Failed,,
2/2/2025 22:35:09.300,Controllers,C300_04,DIAG,,J 00,Time Source Changed,SNTP,
2/2/2025 22:35:08.700,Controllers,C300_05,DIAG,OK,H 15,Not Using Configured Time Source,,
2/2/2025 22:35:08.700,Controllers,C300_05,DIAG,OK,H 15,SNTP Failed,,
2/2/2025 22:35:08.600,Controllers,C300_05,DIAG,,J 00,Time Source Changed,SNTP,
2/2/2025 22:35:07.200,Controllers,C300_01,DIAG,OK,H 15,Not Using Configured Time Source,,
2/2/2025 22:35:07.000,Controllers,C300_01,DIAG,OK,H 15,SNTP Failed,,
2/2/2025 22:35:07.000,Controllers,C300_01,DIAG,,J 00,Time Source Changed,SNTP,
2/2/2025 22:34:48.300,Controllers,C300_03,DIAG,OK,H 15,Not Using Configured Time Source,,
2/2/2025 22:34:48.300,Controllers,C300_03,DIAG,OK,H 15,SNTP Failed,,
2/2/2025 22:34:48.200,Controllers,C300_03,DIAG,,J 00,Time Source Changed,SNTP,
2/2/2025 22:32:21.000,Controllers,C300_02,DIAG,,H 15,Not Using Configured Time Source,,
2/2/2025 22:32:21.900,Controllers,C300_02,DIAG,,J 00,Time Source Changed,CDA,
2/2/2025 22:32:11.900,Controllers,C300_04,DIAG,,H 15,Not Using Configured Time Source,,
2/2/2025 22:32:11.500,Controllers,C300_04,DIAG,,J 00,Time Source Changed,CDA,
2/2/2025 22:32:10.700,Controllers,C300_05,DIAG,,H 15,Not Using Configured Time Source,,
2/2/2025 22:32:10.600,Controllers,C300_05,DIAG,,J 00,Time Source Changed,CDA,
2/2/2025 22:32:09.300,Controllers,C300_01,DIAG,,H 15,Not Using Configured Time Source,,
2/2/2025 22:32:09.300,Controllers,C300_01,DIAG,,J 00,Time Source Changed,CDA,
2/2/2025 22:31:48.300,Controllers,C300_03,DIAG,,H 15,Not Using Configured Time Source,,
2/2/2025 22:31:48.200,Controllers,C300_03,DIAG,,J 00,Time Source Changed,CDA,
2/2/2025 22:31:19.700,Controllers,C300_02,DIAG,,H 15,SNTP Failed,,
2/2/2025 22:31:09.400,Controllers,C300_04,DIAG,,H 15,SNTP Failed,,
2/2/2025 22:31:08.300,Controllers,C300_05,DIAG,,H 15,SNTP Failed,,
2/2/2025 22:31:07.200,Controllers,C300_01,DIAG,,H 15,SNTP Failed,,
