Date/Time of Report: 3/17/2025 11:06:00,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/12/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/12/2025 23:59:58.253,1300,FIC1316B,CHANGE,,,pida.mode,AUTO,
2/12/2025 23:59:17.714,1300,XSV1359A,CMDDIS,ACK,,CM1301A-1 FEED,,
2/12/2025 23:57:28.900,1500,TI1516,PVHIGH,OK,L 00,DR1501 INSIDE,66.4916,DegC
2/12/2025 23:56:34.098,1600,OFSPCTM1,CHANGE,,,Timer.COMMAND,RESTART,
2/12/2025 23:56:24.181,1600,XSV1602,CHANGE,,,devctla.gop,S0,
2/12/2025 23:56:19.600,1300,XSV1359A,CMDDIS,,L 00,CM1301A-1 FEED,Inbet,
2/12/2025 23:55:57.100,1500,LA1513H,OFFNRM,OK,L 00,HP1603 LEVEL,NORM,
2/12/2025 23:55:55.200,1500,TI1517,PVHIGH,OK,L 00,DR1501 INSIDE,66.4916,DegC
2/12/2025 23:54:31.274,1400,LI1403,PVLOW,ACK,,VE1403,,
2/12/2025 23:54:31.955,1300,PIC1351,CHANGE,,,pida.modeattr,PROGRAM,
2/12/2025 23:54:28.443,1300,PIC1351,CHANGE,,,pida.mode,MAN,
2/12/2025 23:54:22.700,1400,LI1403,PVLOW,,L 00,VE1403,0.998353,m
2/12/2025 23:54:21.943,1300,FIC1305,CHANGE,,,pida.modeattr,PROGRAM,
2/12/2025 23:54:17.189,1300,FIC1305,CHANGE,,,pida.op,0,%
2/12/2025 23:54:16.431,1300,FIC1305,CHANGE,,,pida.mode,MAN,
2/12/2025 23:54:07.975,1300,PIC1351,CHANGE,,,pida.mode,AUTO,
2/12/2025 23:54:00.263,1300,FIC1305,CHANGE,,,pida.mode,AUTO,
2/12/2025 23:53:46.022,1400,TIC1402,PVLOW,ACK,,VE1402,,
2/12/2025 23:53:46.525,1300,SEL1351_05,CHANGE,,,AUTOMANA.MODE,NORMAL,
2/12/2025 23:53:39.100,1400,TIC1402,PVLOW,,L 00,VE1402,29.9928,DegC
2/12/2025 23:53:34.408,1300,SEL1351_05,CHANGE,,,automana.op,0,%
2/12/2025 23:53:26.332,1300,SEL1351_05,CHANGE,,,automana.op,25,%
2/12/2025 23:53:18.231,1300,SEL1351_05,CHANGE,,,automana.op,50,%
2/12/2025 23:53:09.420,1300,SEL1351_05,CHANGE,,,automana.op,75,%
2/12/2025 23:52:56.229,1300,SEL1351_05,CHANGE,,,automana.op,100,%
2/12/2025 23:52:48.478,1300,SEL1351_05,CHANGE,,,automana.op,75,%
2/12/2025 23:52:29.485,1300,SEL1351_05,CHANGE,,,automana.op,50,%
2/12/2025 23:52:19.195,1300,SEL1351_05,CHANGE,,,automana.op,100,%
2/12/2025 23:52:09.325,1500,HC1502,CHANGE,,,AUTOMANA.OP,60,%
2/12/2025 23:52:08.471,1300,SEL1351_05,CHANGE,,,automana.op,75,%
2/12/2025 23:52:00.610,1300,SEL1351_05,CHANGE,,,automana.op,50,%
2/12/2025 23:51:55.205,1300,FIC1305,CHANGE,,,pida.op,0,%
2/12/2025 23:51:50.713,1300,PIC1351,CHANGE,,,pida.op,0,%
2/12/2025 23:51:47.219,1600,OFSPCTM1,CHANGE,,,Timer.COMMAND,STOP,
2/12/2025 23:51:43.946,1300,SEL1351_05,CHANGE,,,automana.op,25,%
2/12/2025 23:51:40.804,1300,SEL1351_05,CHANGE,,,AUTOMANA.MODE,MAN,
2/12/2025 23:51:17.419,1300,FIC1305,CHANGE,,,pida.op,50,%
2/12/2025 23:51:08.620,1500,FIC1516,CHANGE,,,PIDA.OP,50,%
2/12/2025 23:51:08.692,1500,FIC1516,CHANGE,,,PIDA.OP,49,%
2/12/2025 23:51:08.853,1500,FIC1516,CHANGE,,,PIDA.OP,48,%
2/12/2025 23:51:07.388,1500,FIC1516,CHANGE,,,PIDA.OP,47,%
2/12/2025 23:51:07.481,1500,FIC1516,CHANGE,,,PIDA.OP,46,%
2/12/2025 23:51:06.774,1300,PIC1351,CHANGE,,,pida.op,50,%
2/12/2025 23:50:57.782,1300,PIC1351,CHANGE,,,pida.op,0,%
2/12/2025 23:50:45.530,1300,FIC1305,CHANGE,,,pida.op,100,%
2/12/2025 23:50:44.000,1500,FIC1513,PVLOW,OK,L 00,BL1502 SUCTION,49.018,Nm3/min
2/12/2025 23:50:32.909,1300,PIC1351,CHANGE,,,pida.op,100,%
2/12/2025 23:50:20.396,1300,PIC1351,CHANGE,,,pida.op,75,%
2/12/2025 23:50:14.089,1500,TI1518,PVHIGH,ACK,,DR1501 INSIDE,,
2/12/2025 23:50:08.600,1500,TI1518,PVHIGH,,L 00,DR1501 INSIDE,64.5083,DegC
2/12/2025 23:50:03.846,1300,FIC1305,CHANGE,,,pida.op,75,%
2/12/2025 23:49:50.561,1300,FIC1305,CHANGE,,,pida.op,50,%
2/12/2025 23:49:36.510,1300,FIC1305,CHANGE,,,pida.op,25,%
