Date/Time of Report: 3/17/2025 12:34:28,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 1/5/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
1/5/2025 23:59:32.200,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,,H 15,,Channel_18_A,
1/5/2025 23:58:10.700,01,EVENT_SCM1,ChOfSt,,J 00,RDYINIT_T1,OFF,
1/5/2025 23:58:08.514,1300,RDYINIT_CM,MESSAGE,CNF,,CHARGE CATALYST TO CAT TANK & FINISH,,
1/5/2025 23:58:07.637,1300,RDYINIT_CM,MESSAGE,ACK,,CHARGE CATALYST TO CAT TANK & FINISH,,
1/5/2025 23:57:58.100,1300,RDYINIT_CM,CONFIRMABLE MESSAGE,,,CHARGE CATALYST TO CAT TANK & FINISH,,
1/5/2025 23:57:43.900,1300,RDYINIT,State Change,,J 00,SCM,Running,
1/5/2025 23:57:43.900,1300,RDYINIT,Start,,J 00,SCM,CHILD,
1/5/2025 23:57:43.200,01,OP_RDYINIT,State Change,,J 00,RCM;$330013f202b1ecd2-0004,Running,
1/5/2025 23:57:43.700,01,OP_RDYINIT,Start of Control,,J 00,RDYINIT;$330013f202b1ecd2-0004;RDYINIT,Idle;1;1;1,
1/5/2025 23:57:43.000,01,OP_RDYINIT,Acquire,,J 00,RDYINIT;$330013f202b1ecd2-0004,SYSTEM:SCM;1,
1/5/2025 23:57:43.500,01,OP_RDYINIT,Start,,J 00,RCM;$330013f202b1ecd2-0004;$ACTIVITY_330013f202b1ecd3,CHILD,
1/5/2025 23:57:41.700,01,UP_READY,State Change,,J 00,RCM;$330413f25200acc1-0020,Running,
1/5/2025 23:57:41.600,01,UP_READY,Start of Control,,J 00,OP_RDYINIT;$330413f25200acc1-0020;OP_RDYINIT,Idle;1;1;1,
1/5/2025 23:57:41.600,01,UP_READY,Acquire,,J 00,OP_RDYINIT;$330413f25200acc1-0020,SYSTEM:MASTERRECIPE;1,
1/5/2025 23:57:41.000,01,UP_READY,Start,,J 00,RCM;$330413f25200acc1-0020;$ACTIVITY_330013f202b1ecd2,CHILD,
1/5/2025 23:57:40.800,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,OK,H 15,,Channel_18_A,
1/5/2025 23:57:40.900,01,PR_POLY,Start of Control,,J 00,UP_READY;;UP_READY,Idle;1;1;1,
1/5/2025 23:57:40.200,01,PR_POLY,Acquire,,J 00,UP_READY,SYSTEM:MASTERRECIPE;1,
1/5/2025 23:57:35.631,SERVER_PVC,File Replication,REPLICATION,,J 00,Filerep #6 replicating.,,
1/5/2025 23:57:34.600,01,PR_POLY,State Change,,J 00,RCM,Running,
1/5/2025 23:57:34.100,01,PR_POLY,Start,,J 00,RCM;;$ACTIVITY_330413f25200acc1,,
