Date/Time of Report: 3/17/2025 10:57:36,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/28/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/28/2025 23:58:19.100,1100,LI1107,BAD PV,OK,J 00,VE1101,-0.114946,m
2/28/2025 23:58:18.700,1100,LI1107,BAD PV,,J 00,VE1101,,m
2/28/2025 23:57:25.082,1700,TI1701,PVHIGH,ACK,,RF1701 DELIVERY,,
2/28/2025 23:57:21.300,1700,TI1701,PVHIGH,,L 00,RF1701 DELIVERY,9.00223,DegC
2/28/2025 23:56:22.141,1400,TIC1401,PVLOW,ACK,,VE1401,,
2/28/2025 23:56:11.300,01,EIP0325R,OFFNRM,,J 00,BPO026 B REPORT REQUEST,ON,
2/28/2025 23:56:11.500,1400,TIC1401,PVLOW,,L 00,VE1401,29.7038,DegC
2/28/2025 23:54:23.000,1900,FI1901B,BAD PV,,J 00,STEAM HEADER FROM BOILER,,kg/h
2/28/2025 23:53:52.500,1900,FT1901B,BAD PV,,J 00,STEAM HEADER FROM BOILER,,kg/h
2/28/2025 23:50:43.400,1400,TIC1402,PVLOW,OK,L 00,VE1402,31.0129,DegC
2/28/2025 23:49:45.301,1500,TIC1514,CHANGE,,,PIDA.SP,60,DegC
2/28/2025 23:48:03.189,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Oper,
2/28/2025 23:48:03.189,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),View Only,
2/28/2025 23:47:55.111,1500,SLYTNK_B,CHANGE,,,DATA.R85.Value,6.4,
2/28/2025 23:47:28.249,1500,SLYTNK_B,CHANGE,,,DATA.R86.Value,6.4,
2/28/2025 23:47:18.426,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level,Engr,
2/28/2025 23:47:18.426,SERVER_PVC,CONSOLE STATION 1-1,LEVEL,,,Security level (IKB Key Switch),Engr,
2/28/2025 23:45:49.500,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
2/28/2025 23:45:49.900,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
2/28/2025 23:44:54.000,01,OP_SUPER_B,Release,,J 00,AUTOJET_B1;$330013f220ee636d-0005,SYSTEM:SCM;1,
2/28/2025 23:44:54.600,01,OP_SUPER_B,End of Control,,J 00,AUTOJET_B1;$330013f220ee636d-0005,Idle;1;1;1,
2/28/2025 23:44:54.900,1300,AUTOJET_B1,State Change,,J 00,SCM,Idle,
2/28/2025 23:44:53.000,01,OP_SUPER_B,Release,,J 00,AUTOJET_B2;$330013f220ee636d-0005,SYSTEM:SCM;1,
2/28/2025 23:44:53.600,01,OP_SUPER_B,End of Control,,J 00,AUTOJET_B2;$330013f220ee636d-0005,Idle;1;1;1,
2/28/2025 23:44:53.500,1300,AUTOJET_B2,State Change,,J 00,SCM,Idle,
2/28/2025 23:44:53.300,1300,AUTOJET_B1,End,,J 00,SCM,,
2/28/2025 23:44:53.200,1300,AUTOJET_B1,State Change,,J 00,SCM,Complete,
2/28/2025 23:44:52.200,1300,AUTOJET_B2,End,,J 00,SCM,,
2/28/2025 23:44:52.200,1300,AUTOJET_B2,State Change,,J 00,SCM,Complete,
2/28/2025 23:44:51.700,01,EIP0326RB2,OFFNRM,,J 00,BPO027 B REPORT REQUEST,ON,
2/28/2025 23:44:45.900,01,EIP0326RB1,OFFNRM,,J 00,BPO027 B REPORT REQUEST,ON,
2/28/2025 23:44:41.700,1300,HEATUP2_B,State Change,,J 00,SCM,Running,
2/28/2025 23:44:41.200,1300,HEATUP2_B,Start,,J 00,SCM,,
2/28/2025 23:44:40.600,1300,RECVHEAT_B,State Change,,J 00,SCM,Running,
2/28/2025 23:44:40.800,1300,RECVHEAT_B,Start,,J 00,SCM,,
2/28/2025 23:44:38.700,01,EVENT_SCM1,ChOfSt,,J 00,AVCHK_A_T1,OFF,
2/28/2025 23:44:38.300,01,EVENT_SCM1,ChOfSt,,J 00,AFCOAT_A_T1,OFF,
2/28/2025 23:44:38.500,01,EVENT_SCM1,ChOfSt,,J 00,POLYCHK_A_T1,OFF,
2/28/2025 23:44:38.800,01,EVENT_SCM1,ChOfSt,,J 00,AVPW_A_T1,OFF,
2/28/2025 23:44:38.600,01,EVENT_SCM1,ChOfSt,,J 00,AIRTOVCM_A_T1,OFF,
2/28/2025 23:44:38.200,1300,DISCHRGE_B,State Change,,J 00,SCM,Running,
2/28/2025 23:44:38.500,1300,DISCHRGE_B,Start,,J 00,SCM,CHILD,
2/28/2025 23:44:38.700,1300,AUTOJET_B2,State Change,,J 00,SCM,Running,
2/28/2025 23:44:38.000,1300,AUTOJET_B2,Start,,J 00,SCM,CHILD,
2/28/2025 23:44:38.800,1300,AUTOJET_B1,State Change,,J 00,SCM,Running,
2/28/2025 23:44:38.800,1300,AUTOJET_B1,Start,,J 00,SCM,CHILD,
2/28/2025 23:44:38.200,01,EVENT_SCM2B,ChOfSt,,J 00,RECINIT_B_T1,OFF,
2/28/2025 23:44:37.100,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,OFF,
2/28/2025 23:44:37.500,01,EVENT_SCM1B,ChOfSt,,J 00,RECINIT_A_T1,OFF,
2/28/2025 23:44:37.200,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,OFF,
2/28/2025 23:44:37.800,01,EVENT_SCM1B,ChOfSt,,J 00,TRANSCHK_T1,OFF,
2/28/2025 23:44:37.700,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,OFF,
2/28/2025 23:44:37.500,01,EVENT_SCM1B,ChOfSt,,J 00,RECTRANS_T1,OFF,
2/28/2025 23:44:37.900,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
2/28/2025 23:44:37.500,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,OFF,
